asset_id,original_filename,logical_path,path_breadcrumb,domain,section,is_project_file,project_id,project_category_original,display_title,improved_display_title,short_title,improved_short_title,display_subtitle,document_role,inferred_document_role,professional_role_label,current_category,current_subcategory,cleaned_domain,cleaned_category,cleaned_subcategory,cleaned_domain_revised,cleaned_category_revised,classification_reason_revised,page_id,extraction_status,indexed_in_search,text_eligible_revised,preview_status_revised,needs_redigitalization,needs_redigitalization_revised,duplicate_status,duplicate_type,duplicate_action_recommendation,browse_visibility,sensitive_flag,unknown_type,unknown_type_revised,confidence_score,confidence_revised,review_status,human_review_needed,metadata_score,metadata_grade,metadata_score_revised,metadata_grade_revised,missing_metadata_fields_revised,primary_ui_badges,recommended_action,metadata_display_level,rename_needed,rename_needed_revised,suggested_filename_for_later_review,search_aliases_enhanced,title_issue_flags,file_extension_revised
asset_b9a713ef6d98ea6a,FORTUM Transportation Form filled 29 12 2021NC.pdf,WET_LAB/Waste management/Filled FORTUM Transportation forms/FORTUM Transportation Form filled 29 12 2021NC.pdf,WET_LAB › Waste management › Filled FORTUM Transportation forms,lab_operations,wet_lab_files,False,,,Document — FORTUM Transportation Form Filled 29 12 2021NC,Document — Fortum Transportation Form Filled 29 12 2021NC,Document — FORTUM Transportation Form Filled …,Document — Fortum Transportation Form Filled 29 12 2021NC,Document,unknown,document,Document,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,canonical,version_variant,canonical_keep,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,False,Document_Fortum_Transportation_Form_Filled_29_12_2021NC.pdf,FORTUM Transportation Form filled 29 12 2021NC.pdf|FORTUM Transportation Form filled 29 12 2021NC|Document — FORTUM Transportation Form Filled 29 12 2021NC|Fortum Transportation Form Filled 29 12 2021NC|Document — Fortum Transportation Form Filled 29 12 2021NC,,.pdf
asset_7f08c3b95d16fd11,FORTUM Transportation Form filled 29 4 2021NC.pdf,WET_LAB/Waste management/Filled FORTUM Transportation forms/FORTUM Transportation Form filled 29 4 2021NC.pdf,WET_LAB › Waste management › Filled FORTUM Transportation forms,lab_operations,wet_lab_files,False,,,Document — FORTUM Transportation Form Filled 29 4 2021NC,Document — Fortum Transportation Form Filled 29 4 2021NC,Document — FORTUM Transportation Form Filled …,Document — Fortum Transportation Form Filled 29 4 2021NC,Document,unknown,document,Document,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,False,Document_Fortum_Transportation_Form_Filled_29_4_2021NC.pdf,FORTUM Transportation Form filled 29 4 2021NC.pdf|FORTUM Transportation Form filled 29 4 2021NC|Document — FORTUM Transportation Form Filled 29 4 2021NC|Fortum Transportation Form Filled 29 4 2021NC|Document — Fortum Transportation Form Filled 29 4 2021NC,,.pdf
asset_699f3c55e5caf906,Instructions for chemical wastes handling.docx,WET_LAB/Waste management/Filled FORTUM Transportation forms/Instructions for chemical wastes handling.docx,WET_LAB › Waste management › Filled FORTUM Transportation forms,lab_operations,wet_lab_files,False,,,Document — Instructions for Chemical Wastes Handling,Document — Instructions for Chemical Wastes Handling,Document — Instructions for Chemical Wastes H…,Document — Instructions for Chemical Wastes Handling,Instruction / Handbook,unknown,instruction_or_handbook,Instruction / Handbook,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,False,Document_Instructions_for_Chemical_Wastes_Handling.docx,Instructions for chemical wastes handling.docx|Instructions for chemical wastes handling|Document — Instructions for Chemical Wastes Handling|Instructions for Chemical Wastes Handling,,.docx
asset_f0dcc9d5145b22a0,filled 13 5 2025 transportation form FORTUM.pdf,WET_LAB/Waste management/Filled FORTUM Transportation forms/filled 13 5 2025 transportation form FORTUM.pdf,WET_LAB › Waste management › Filled FORTUM Transportation forms,lab_operations,wet_lab_files,False,,,Document — Filled 13 5 2025 Transportation Form FORTUM — 2025,Document — Filled 13 5 2025 Transportation Form Fortum,Document — Filled 13 5 2025 Transportation Fo…,Document — Filled 13 5 2025 Transportation Form Fortum,Document,unknown,document,Document,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,True,Document_Filled_13_5_2025_Transportation_Form_Fortum.pdf,filled 13 5 2025 transportation form FORTUM.pdf|filled 13 5 2025 transportation form FORTUM|Document — Filled 13 5 2025 Transportation Form FORTUM — 2025|Filled 13 5 2025 Transportation Form Fortum|Document — Filled 13 5 2025 Transportation Form Fortum,,.pdf
asset_854876ecd9677b27,filled 30 4 2024 transportation form FORTUM.pdf,WET_LAB/Waste management/Filled FORTUM Transportation forms/filled 30 4 2024 transportation form FORTUM.pdf,WET_LAB › Waste management › Filled FORTUM Transportation forms,lab_operations,wet_lab_files,False,,,Document — Filled 30 4 2024 Transportation Form FORTUM — 2024,Document — Filled 30 4 2024 Transportation Form Fortum,Document — Filled 30 4 2024 Transportation Fo…,Document — Filled 30 4 2024 Transportation Form Fortum,Document,unknown,document,Document,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,True,Document_Filled_30_4_2024_Transportation_Form_Fortum.pdf,filled 30 4 2024 transportation form FORTUM.pdf|filled 30 4 2024 transportation form FORTUM|Document — Filled 30 4 2024 Transportation Form FORTUM — 2024|Filled 30 4 2024 Transportation Form Fortum|Document — Filled 30 4 2024 Transportation Form Fortum,,.pdf
asset_e918ca8cc41a54f7,transportation form for dangerous goods-1.6.2023.pdf,WET_LAB/Waste management/Filled FORTUM Transportation forms/transportation form for dangerous goods-1.6.2023.pdf,WET_LAB › Waste management › Filled FORTUM Transportation forms,lab_operations,wet_lab_files,False,,,Document — Transportation Form for Dangerous Goods 1 6 2023 — 2023,Document — Transportation Form for Dangerous Goods 1 6 2023,Document — Transportation Form for Dangerous …,Document — Transportation Form for Dangerous Goods 1 6 2023,Document,unknown,document,Document,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,True,Document_Transportation_Form_for_Dangerous_Goods_1_6_2023.pdf,transportation form for dangerous goods-1.6.2023.pdf|transportation form for dangerous goods-1.6.2023|Document — Transportation Form for Dangerous Goods 1 6 2023 — 2023|Transportation Form for Dangerous Goods 1.6.2023|Document — Transportation Form for Dangerous Goods 1 6 2023,,.pdf
asset_1dc19a7a14f609a6,transportation form for dangerous goods_15_01_2024.pdf,WET_LAB/Waste management/Filled FORTUM Transportation forms/transportation form for dangerous goods_15_01_2024.pdf,WET_LAB › Waste management › Filled FORTUM Transportation forms,lab_operations,wet_lab_files,False,,,Document — Transportation Form for Dangerous Goods 15 01 2024,Document — Transportation Form for Dangerous Goods 15 01 2024,Document — Transportation Form for Dangerous …,Document — Transportation Form for Dangerous Goods 15 01 2024,Document,unknown,document,Document,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,False,Document_Transportation_Form_for_Dangerous_Goods_15_01_2024.pdf,transportation form for dangerous goods_15_01_2024.pdf|transportation form for dangerous goods_15_01_2024|Document — Transportation Form for Dangerous Goods 15 01 2024|Transportation Form for Dangerous Goods 15 01 2024,,.pdf
asset_72e08c286e732042,Hazardous waste presentation 290425_HeiniLassila.pdf,WET_LAB/Waste management/Hazardous waste presentation 290425_HeiniLassila.pdf,WET_LAB › Waste management,lab_operations,wet_lab_files,False,,,Document — Hazardous Waste Presentation 290425 Heini Lassila,Document — Hazardous Waste Presentation 290425 Heini Lassila,Document — Hazardous Waste Presentation 29042…,Document — Hazardous Waste Presentation 290425 Heini Lassila,Document,unknown,document,Document,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,False,Document_Hazardous_Waste_Presentation_290425_Heini_Lassila.pdf,Hazardous waste presentation 290425_HeiniLassila.pdf|Hazardous waste presentation 290425_HeiniLassila|Document — Hazardous Waste Presentation 290425 Heini Lassila|Hazardous Waste Presentation 290425 Heini Lassila,,.pdf
asset_ca0ea5d7e891f8c7,NEW QR codesTarrapohja-22-TOY.docx,WET_LAB/Waste management/NEW QR codesTarrapohja-22-TOY.docx,WET_LAB › Waste management,lab_operations,wet_lab_files,False,,,Document — NEW QR Codes Tarrapohja 22 TOY,Document — NEW QR Codes Tarrapohja 22 TOY,Document — NEW QR Codes Tarrapohja 22 TOY,Document — NEW QR Codes Tarrapohja 22 TOY,Document,unknown,document,Document,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,False,Document_NEW_QR_Codes_Tarrapohja_22_TOY.docx,NEW QR codesTarrapohja-22-TOY.docx|NEW QR codesTarrapohja-22-TOY|Document — NEW QR Codes Tarrapohja 22 TOY|NEW QR Codes Tarrapohja 22 TOY,,.docx
asset_05465954c570f095,Waste_handling_guidelines_v1.docx,WET_LAB/Waste management/Waste_handling_guidelines_v1.docx,WET_LAB › Waste management,lab_operations,wet_lab_files,False,,,Document — Waste Handling Guidelines V1,Document — Waste Handling Guidelines V1,Document — Waste Handling Guidelines V1,Document — Waste Handling Guidelines V1,Instruction / Handbook,unknown,instruction_or_handbook,Instruction / Handbook,Wet Lab Files,Waste management,Lab Knowledge,Wet Lab Files,Waste management,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,82,good,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,False,Document_Waste_Handling_Guidelines_V1.docx,Waste_handling_guidelines_v1.docx|Waste_handling_guidelines_v1|Document — Waste Handling Guidelines V1|Waste Handling Guidelines V1,,.docx
asset_f880e04123aa33c1,00_CG000578_Demonstrated_Protocol_XeniumInSituProtocolsFFPE_TissuePreparationGuide_Rev_C.pdf,WET_LAB/Xenium experiment 2025/20260506_Xenium experiment protocol/00_CG000578_Demonstrated_Protocol_XeniumInSituProtocolsFFPE_TissuePreparationGuide_Rev_C.pdf,WET_LAB › Xenium experiment 2025 › 20260506_Xenium experiment protocol,lab_operations,wet_lab_files,False,,,XENIUM — Protocol — 00 Cg000578 Demonstrated Protocol Xenium in Situ Protocols FFPE Tissue Preparation Guide Rev C,Xenium — Protocol — Cg000578 Demonstrated Protocol Xenium in Situ Protocols FFPE Tissue Preparation Guide Rev C,XENIUM — Protocol — 00 Cg000578 Demonstrated …,Xenium — Protocol — Cg000578 Demonstrated Protocol Xenium in Situ Proto…,Protocol / SOP,protocol,protocol_or_sop,Protocol / SOP,Wet Lab Files,Xenium experiment 2025,Wet Lab Knowledge,Protocols & SOPs,Protocol,Wet Lab Knowledge,Protocols & SOPs,wet-lab protocol or SOP,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,True,Xenium_Protocol_Cg000578_Demonstrated_Protocol_Xenium_in_Situ_Protocols_FFPE_Tissue_Preparation_Guide_Rev_C.pdf,00_CG000578_Demonstrated_Protocol_XeniumInSituProtocolsFFPE_TissuePreparationGuide_Rev_C.pdf|00_CG000578_Demonstrated_Protocol_XeniumInSituProtocolsFFPE_TissuePreparationGuide_Rev_C|XENIUM — Protocol — 00 Cg000578 Demonstrated Protocol Xenium in Situ Protocols FFPE Tissue Preparation Guide Rev C|00 CG000578 Demonstrated Protocol Xenium in Situ Protocols FFPE Tissue Preparation Guide Rev C|Xenium — Protocol — Cg000578 Demonstrated Protocol Xenium in Situ Protocols FFPE Tissue Preparation Guide Rev C,,.pdf
asset_f91eca35c902308d,01_10x_CG000580_Demonstrated_Protocol_Xenium_FFPE_Deparaffinization_Decrosslinking_RevE.pdf,WET_LAB/Xenium experiment 2025/20260506_Xenium experiment protocol/01_10x_CG000580_Demonstrated_Protocol_Xenium_FFPE_Deparaffinization_Decrosslinking_RevE.pdf,WET_LAB › Xenium experiment 2025 › 20260506_Xenium experiment protocol,lab_operations,wet_lab_files,False,,,XENIUM — Protocol — 01 10x Cg000580 Demonstrated Protocol Xenium FFPE Deparaffinization Decrosslinking Rev E,Xenium — Protocol — 10x Cg000580 Demonstrated Protocol Xenium FFPE Deparaffinization Decrosslinking Rev E,XENIUM — Protocol — 01 10x Cg000580 Demonstra…,Xenium — Protocol — 10x Cg000580 Demonstrated Protocol Xenium FFPE Depa…,Protocol / SOP,protocol,protocol_or_sop,Protocol / SOP,Wet Lab Files,Xenium experiment 2025,Wet Lab Knowledge,Protocols & SOPs,Protocol,Wet Lab Knowledge,Protocols & SOPs,wet-lab protocol or SOP,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,True,Xenium_Protocol_10x_Cg000580_Demonstrated_Protocol_Xenium_FFPE_Deparaffinization_Decrosslinking_Rev_E.pdf,01_10x_CG000580_Demonstrated_Protocol_Xenium_FFPE_Deparaffinization_Decrosslinking_RevE.pdf|01_10x_CG000580_Demonstrated_Protocol_Xenium_FFPE_Deparaffinization_Decrosslinking_RevE|XENIUM — Protocol — 01 10x Cg000580 Demonstrated Protocol Xenium FFPE Deparaffinization Decrosslinking Rev E|01 10x CG000580 Demonstrated Protocol Xenium FFPE Deparaffinization Decrosslinking Rev E|Xenium — Protocol — 10x Cg000580 Demonstrated Protocol Xenium FFPE Deparaffinization Decrosslinking Rev E,,.pdf
asset_8b9a985b7a41b636,02_CG000749_XeniumInSitu_GeneExp_CellSegmentation_User_Guide_RevB.pdf,WET_LAB/Xenium experiment 2025/20260506_Xenium experiment protocol/02_CG000749_XeniumInSitu_GeneExp_CellSegmentation_User_Guide_RevB.pdf,WET_LAB › Xenium experiment 2025 › 20260506_Xenium experiment protocol,lab_operations,wet_lab_files,False,,,XENIUM — Protocol — 02 Cg000749 Xenium in Situ Gene Exp Cell Segmentation User Guide Rev B,Xenium — Protocol — Cg000749 Xenium in Situ Gene Exp Cell Segmentation User Guide Rev B,XENIUM — Protocol — 02 Cg000749 Xenium in Sit…,Xenium — Protocol — Cg000749 Xenium in Situ Gene Exp Cell Segmentation…,Instruction / Handbook,protocol,instruction_or_handbook,Instruction / Handbook,Wet Lab Files,Xenium experiment 2025,Wet Lab Knowledge,Protocols & SOPs,Protocol,Wet Lab Knowledge,Lab Operations,general wet-lab operation,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,True,Xenium_Protocol_Cg000749_Xenium_in_Situ_Gene_Exp_Cell_Segmentation_User_Guide_Rev_B.pdf,02_CG000749_XeniumInSitu_GeneExp_CellSegmentation_User_Guide_RevB.pdf|02_CG000749_XeniumInSitu_GeneExp_CellSegmentation_User_Guide_RevB|XENIUM — Protocol — 02 Cg000749 Xenium in Situ Gene Exp Cell Segmentation User Guide Rev B|02 CG000749 Xenium in Situ Gene Exp Cell Segmentation User Guide Rev B|Xenium — Protocol — Cg000749 Xenium in Situ Gene Exp Cell Segmentation User Guide Rev B,,.pdf
asset_974286b221bb69c5,03_CG000584_Xenium_Analyzer_UserGuide_RevJ.pdf,WET_LAB/Xenium experiment 2025/20260506_Xenium experiment protocol/03_CG000584_Xenium_Analyzer_UserGuide_RevJ.pdf,WET_LAB › Xenium experiment 2025 › 20260506_Xenium experiment protocol,lab_operations,wet_lab_files,False,,,XENIUM — Protocol — 03 Cg000584 Xenium Analyzer User Guide Rev J,Xenium — Protocol — Cg000584 Xenium Analyzer User Guide Rev J,XENIUM — Protocol — 03 Cg000584 Xenium Analyz…,Xenium — Protocol — Cg000584 Xenium Analyzer User Guide Rev J,Protocol / SOP,protocol,protocol_or_sop,Protocol / SOP,Wet Lab Files,Xenium experiment 2025,Wet Lab Knowledge,Protocols & SOPs,Protocol,Wet Lab Knowledge,Protocols & SOPs,wet-lab protocol or SOP,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,True,Xenium_Protocol_Cg000584_Xenium_Analyzer_User_Guide_Rev_J.pdf,03_CG000584_Xenium_Analyzer_UserGuide_RevJ.pdf|03_CG000584_Xenium_Analyzer_UserGuide_RevJ|XENIUM — Protocol — 03 Cg000584 Xenium Analyzer User Guide Rev J|03 CG000584 Xenium Analyzer User Guide Rev J|Xenium — Protocol — Cg000584 Xenium Analyzer User Guide Rev J,,.pdf
asset_23d1212853daa199,Xenium protocol details.docx,WET_LAB/Xenium experiment 2025/20260506_Xenium experiment protocol/Xenium protocol details.docx,WET_LAB › Xenium experiment 2025 › 20260506_Xenium experiment protocol,lab_operations,wet_lab_files,False,,,XENIUM — Protocol — Xenium Protocol Details,Xenium — Protocol — Xenium Protocol Details,XENIUM — Protocol — Xenium Protocol Details,Xenium — Protocol — Xenium Protocol Details,Protocol / SOP,protocol,protocol_or_sop,Protocol / SOP,Wet Lab Files,Xenium experiment 2025,Wet Lab Knowledge,Protocols & SOPs,Protocol,Wet Lab Knowledge,Protocols & SOPs,wet-lab protocol or SOP,wet_lab.files,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,False,Xenium_Protocol_Xenium_Protocol_Details.docx,Xenium protocol details.docx|Xenium protocol details|XENIUM — Protocol — Xenium Protocol Details|Xenium Protocol Details|Xenium — Protocol — Xenium Protocol Details,,.docx
asset_28a0417dd0d312ff,Post Xenium t-CycIF protocol-10.9.2025_SS.docx,WET_LAB/Xenium experiment 2025/Post Xenium t-CycIF protocol-10.9.2025_SS.docx,WET_LAB › Xenium experiment 2025,lab_operations,wet_lab_files,False,,,CYCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS,CyCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS,CYCIF — Protocol — Post Xenium T Cyc IF Proto…,CyCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS,Protocol / SOP,protocol,protocol_or_sop,Protocol / SOP,Wet Lab Files,Xenium experiment 2025,Wet Lab Knowledge,Protocols & SOPs,Protocol,Wet Lab Knowledge,Protocols & SOPs,wet-lab protocol or SOP,cycif.protocols,eligible_text,True,True,available,False,False,unique,same_name_different_content,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,False,CyCIF_Protocol_Post_Xenium_T_Cyc_IF_Protocol_10_9_2025_SS.docx,Post Xenium t-CycIF protocol-10.9.2025_SS.docx|Post Xenium t-CycIF protocol-10.9.2025_SS|CYCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS|Post Xenium T Cyc IF Protocol 10.9.2025 SS|CyCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS,,.docx
asset_5fe82ed1d79ab0ee,Post Xenium t-CycIF protocol-10.9.2025_SS.pdf,WET_LAB/Xenium experiment 2025/Post Xenium t-CycIF protocol-10.9.2025_SS.pdf,WET_LAB › Xenium experiment 2025,lab_operations,wet_lab_files,False,,,CYCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS,CyCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS,CYCIF — Protocol — Post Xenium T Cyc IF Proto…,CyCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS,Protocol / SOP,protocol,protocol_or_sop,Protocol / SOP,Wet Lab Files,Xenium experiment 2025,Wet Lab Knowledge,Protocols & SOPs,Protocol,Wet Lab Knowledge,Protocols & SOPs,wet-lab protocol or SOP,cycif.protocols,eligible_text,True,True,available,False,False,unique,same_name_different_content,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,False,CyCIF_Protocol_Post_Xenium_T_Cyc_IF_Protocol_10_9_2025_SS.pdf,Post Xenium t-CycIF protocol-10.9.2025_SS.pdf|Post Xenium t-CycIF protocol-10.9.2025_SS|CYCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS|Post Xenium T Cyc IF Protocol 10.9.2025 SS|CyCIF — Protocol — Post Xenium T Cyc IF Protocol 10 9 2025 SS,,.pdf
asset_cbd300f0372263b6,Xenium gene panel_2.10.2025.xlsx,WET_LAB/Xenium experiment 2025/Xenium gene panel_2.10.2025.xlsx,WET_LAB › Xenium experiment 2025,lab_operations,wet_lab_files,False,,,XENIUM — Inventory — Xenium Gene Panel 2 10 2025 — 2025,Xenium — Inventory — Xenium Gene Panel 2 10 2025,XENIUM — Inventory — Xenium Gene Panel 2 10 2…,Xenium — Inventory — Xenium Gene Panel 2 10 2025,Inventory / Registry,inventory,inventory_registry,Inventory / Registry,Wet Lab Files,Xenium experiment 2025,Wet Lab Knowledge,Inventories & Registries,Inventory,Wet Lab Knowledge,Inventories & Registries,inventory / registry / tracking spreadsheet,wet_lab.files,extracted,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.95,0.95,auto_high_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,True,Xenium_Inventory_Xenium_Gene_Panel_2_10_2025.xlsx,Xenium gene panel_2.10.2025.xlsx|Xenium gene panel_2.10.2025|XENIUM — Inventory — Xenium Gene Panel 2 10 2025 — 2025|Xenium Gene Panel 2.10.2025|Xenium — Inventory — Xenium Gene Panel 2 10 2025,,.xlsx
asset_a16d3872b7f3b67a,Antibody selection and Validation SOP by Foteini 14.10.2024.docx,WET_LAB/tCycIF projects/Instructions/Antibodies and scanning/Antibody selection and Validation SOP by Foteini 14.10.2024.docx,WET_LAB › tCycIF projects › Instructions › Antibodies and scanning,lab_operations,wet_lab_files,False,,,CYCIF — Document — Antibody Selection and Validation SOP By Foteini 14 10 2024 — 2024,CyCIF — Document — Antibody Selection & Validation SOP by Foteini 14 10 2024,CYCIF — Document — Antibody Selection and Val…,CyCIF — Document — Antibody Selection & Validation SOP by Foteini 14 10…,Instruction / Handbook,unknown,instruction_or_handbook,Instruction / Handbook,Wet Lab Files,tCycIF projects,Lab Knowledge,Wet Lab Files,tCycIF projects,Wet Lab Knowledge,CyCIF / tCyCIF,CyCIF/tCyCIF method or project-support file,cycif.projects,eligible_text,True,True,available,False,False,unique,same_name_different_content,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,90,excellent,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,True,CyCIF_Document_Antibody_Selection_and_Validation_SOP_by_Foteini_14_10_2024.docx,Antibody selection and Validation SOP by Foteini 14.10.2024.docx|Antibody selection and Validation SOP by Foteini 14.10.2024|CYCIF — Document — Antibody Selection and Validation SOP By Foteini 14 10 2024 — 2024|Antibody Selection and Validation SOP by Foteini 14.10.2024|CyCIF — Document — Antibody Selection & Validation SOP by Foteini 14 10 2024,,.docx
asset_c68c54ca560a7733,Antibody selection and Validation SOP by Foteini 14.10.2024.pdf,WET_LAB/tCycIF projects/Instructions/Antibodies and scanning/Antibody selection and Validation SOP by Foteini 14.10.2024.pdf,WET_LAB › tCycIF projects › Instructions › Antibodies and scanning,lab_operations,wet_lab_files,False,,,CYCIF — Document — Antibody Selection and Validation SOP By Foteini 14 10 2024 — 2024,CyCIF — Document — Antibody Selection & Validation SOP by Foteini 14 10 2024,CYCIF — Document — Antibody Selection and Val…,CyCIF — Document — Antibody Selection & Validation SOP by Foteini 14 10…,Instruction / Handbook,unknown,instruction_or_handbook,Instruction / Handbook,Wet Lab Files,tCycIF projects,Lab Knowledge,Wet Lab Files,tCycIF projects,Wet Lab Knowledge,CyCIF / tCyCIF,CyCIF/tCyCIF method or project-support file,cycif.projects,eligible_text,True,True,available,False,False,unique,same_name_different_content,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,90,excellent,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,True,CyCIF_Document_Antibody_Selection_and_Validation_SOP_by_Foteini_14_10_2024.pdf,Antibody selection and Validation SOP by Foteini 14.10.2024.pdf|Antibody selection and Validation SOP by Foteini 14.10.2024|CYCIF — Document — Antibody Selection and Validation SOP By Foteini 14 10 2024 — 2024|Antibody Selection and Validation SOP by Foteini 14.10.2024|CyCIF — Document — Antibody Selection & Validation SOP by Foteini 14 10 2024,,.pdf
asset_0b7da325b2df4c9b,Antibody_database_dilution_checks.docx,WET_LAB/tCycIF projects/Instructions/Antibodies and scanning/Antibody_database_dilution_checks.docx,WET_LAB › tCycIF projects › Instructions › Antibodies and scanning,lab_operations,wet_lab_files,False,,,CYCIF — Document — Antibody Database Dilution Checks,CyCIF — Document — Antibody Database Dilution Checks,CYCIF — Document — Antibody Database Dilution…,CyCIF — Document — Antibody Database Dilution Checks,Instruction / Handbook,unknown,instruction_or_handbook,Instruction / Handbook,Wet Lab Files,tCycIF projects,Lab Knowledge,Wet Lab Files,tCycIF projects,Wet Lab Knowledge,CyCIF / tCyCIF,CyCIF/tCyCIF method or project-support file,cycif.projects,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.69,0.69,auto_medium_confidence,True,90,excellent,90,excellent,,Needs review|Indexed,human_review_metadata,normal_sleek,True,False,CyCIF_Document_Antibody_Database_Dilution_Checks.docx,Antibody_database_dilution_checks.docx|Antibody_database_dilution_checks|CYCIF — Document — Antibody Database Dilution Checks|Antibody Database Dilution Checks|CyCIF — Document — Antibody Database Dilution Checks,,.docx
