asset_id,original_filename,logical_path,path_breadcrumb,domain,section,is_project_file,project_id,project_category_original,display_title,improved_display_title,short_title,improved_short_title,display_subtitle,document_role,inferred_document_role,professional_role_label,current_category,current_subcategory,cleaned_domain,cleaned_category,cleaned_subcategory,cleaned_domain_revised,cleaned_category_revised,classification_reason_revised,page_id,extraction_status,indexed_in_search,text_eligible_revised,preview_status_revised,needs_redigitalization,needs_redigitalization_revised,duplicate_status,duplicate_type,duplicate_action_recommendation,browse_visibility,sensitive_flag,unknown_type,unknown_type_revised,confidence_score,confidence_revised,review_status,human_review_needed,metadata_score,metadata_grade,metadata_score_revised,metadata_grade_revised,missing_metadata_fields_revised,primary_ui_badges,recommended_action,metadata_display_level,rename_needed,rename_needed_revised,suggested_filename_for_later_review,search_aliases_enhanced,title_issue_flags,file_extension_revised
asset_2a6b5717a7e74145,Role description Clinical Research Coordinator.docx,Overview/PERSONNEL/Lab Management team /Role descriptions /Role description Clinical Research Coordinator.docx,Overview › PERSONNEL › Lab Management team › Role descriptions,administration,overview_personnel,False,,,Role Description Clinical Research Coordinator,Role Description Clinical Research Coordinator,Role Description Clinical Research Coordinator,Role Description Clinical Research Coordinator,Administration / Personnel,personnel_document,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Administration & Personnel,Personnel,Personnel Document,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.8,0.80,auto_medium_confidence,False,92,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Role_Description_Clinical_Research_Coordinator.docx,Role description Clinical Research Coordinator.docx|Role description Clinical Research Coordinator|Role Description Clinical Research Coordinator,,.docx
asset_c03626f909900a08,Role description Lab manager.docx,Overview/PERSONNEL/Lab Management team /Role descriptions /Role description Lab manager.docx,Overview › PERSONNEL › Lab Management team › Role descriptions,administration,overview_personnel,False,,,Role Description Lab Manager,Role Description Lab Manager,Role Description Lab Manager,Role Description Lab Manager,Administration / Personnel,personnel_document,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Administration & Personnel,Personnel,Personnel Document,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.8,0.80,auto_medium_confidence,False,92,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Role_Description_Lab_Manager.docx,Role description Lab manager.docx|Role description Lab manager|Role Description Lab Manager,,.docx
asset_0a5dbae24c5d8aca,Role description Research coordinator.docx,Overview/PERSONNEL/Lab Management team /Role descriptions /Role description Research coordinator.docx,Overview › PERSONNEL › Lab Management team › Role descriptions,administration,overview_personnel,False,,,Role Description Research Coordinator,Role Description Research Coordinator,Role Description Research Coordinator,Role Description Research Coordinator,Administration / Personnel,personnel_document,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Administration & Personnel,Personnel,Personnel Document,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.8,0.80,auto_medium_confidence,False,92,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Role_Description_Research_Coordinator.docx,Role description Research coordinator.docx|Role description Research coordinator|Role Description Research Coordinator,,.docx
asset_b15b4450c38cd222,Role description Spatial profiling manager.docx,Overview/PERSONNEL/Lab Management team /Role descriptions /Role description Spatial profiling manager.docx,Overview › PERSONNEL › Lab Management team › Role descriptions,administration,overview_personnel,False,,,Role Description Spatial Profiling Manager,Role Description Spatial Profiling Manager,Role Description Spatial Profiling Manager,Role Description Spatial Profiling Manager,Administration / Personnel,personnel_document,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Administration & Personnel,Personnel,Personnel Document,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.8,0.80,auto_medium_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Role_Description_Spatial_Profiling_Manager.docx,Role description Spatial profiling manager.docx|Role description Spatial profiling manager|Role Description Spatial Profiling Manager,,.docx
asset_4e3a65f3145c6147,Role description of Färkkilä lab IT Specialist_.docx,Overview/PERSONNEL/Lab Management team /Role descriptions /Role description of Färkkilä lab IT Specialist_.docx,Overview › PERSONNEL › Lab Management team › Role descriptions,administration,overview_personnel,False,,,Role Description of Färkkilä Lab IT Specialist,Role Description of Färkkilä Lab IT Specialist,Role Description of Färkkilä Lab IT Specialist,Role Description of Färkkilä Lab IT Specialist,Administration / Personnel,personnel_document,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Administration & Personnel,Personnel,Personnel Document,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.8,0.80,auto_medium_confidence,False,92,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,True,Role_Description_of_Farkkila_Lab_IT_Specialist.docx,Role description of Färkkilä lab IT Specialist_.docx|Role description of Färkkilä lab IT Specialist_|Role Description of Färkkilä Lab IT Specialist|Role Description of Färkkilä Lab IT Specialist,,.docx
asset_6a3831d0721be9af,Study nurse job description.pptx,Overview/PERSONNEL/Lab Management team /Role descriptions /Study nurse job description.pptx,Overview › PERSONNEL › Lab Management team › Role descriptions,administration,overview_personnel,False,,,Study Nurse Job Description,Study Nurse Job Description,Study Nurse Job Description,Study Nurse Job Description,Administration / Personnel,presentation,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Social & Lab Memory,Photos & Media,Presentation,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.8,0.80,auto_medium_confidence,False,92,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Study_Nurse_Job_Description.pptx,Study nurse job description.pptx|Study nurse job description|Study Nurse Job Description,,.pptx
asset_ba1b47dea3587b96,Staff scientist absence - backup plans.docx,Overview/PERSONNEL/Lab Management team /Staff scientist absence - backup plans.docx,Overview › PERSONNEL › Lab Management team,administration,overview_personnel,False,,,Staff Scientist Absence Backup Plans,Staff Scientist Absence Backup Plans,Staff Scientist Absence Backup Plans,Staff Scientist Absence Backup Plans,Administration / Personnel,personnel_document,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Administration & Personnel,Personnel,Personnel Document,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.8,0.80,auto_medium_confidence,False,92,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Staff_Scientist_Absence_Backup_Plans.docx,Staff scientist absence - backup plans.docx|Staff scientist absence - backup plans|Staff Scientist Absence Backup Plans,,.docx
asset_c48a05ed225b83c3,Lab_personnel_phone_numbers.xlsx,Overview/PERSONNEL/Lab_personnel_phone_numbers.xlsx,Overview › PERSONNEL,administration,overview_personnel,False,,,Lab Personnel Phone Numbers,Lab Personnel Phone Numbers,Lab Personnel Phone Numbers,Lab Personnel Phone Numbers,Administration / Personnel,spreadsheet,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Wet Lab Knowledge,Inventories & Registries,Spreadsheet,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,extracted,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.95,0.95,auto_high_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Lab_Personnel_Phone_Numbers.xlsx,Lab_personnel_phone_numbers.xlsx|Lab_personnel_phone_numbers|Lab Personnel Phone Numbers,,.xlsx
asset_4cda53c9678de782,One-on one support meetings with senior scientists.docx,Overview/PERSONNEL/One-on one support meetings with senior scientists.docx,Overview › PERSONNEL,administration,overview_personnel,False,,,One on One Support Meetings with Senior Scientists,One on One Support Meetings with Senior Scientists,One on One Support Meetings with Senior Scien…,One on One Support Meetings with Senior Scientists,Administration / Personnel,personnel_document,administration_or_personnel,Administration / Personnel,Overview Personnel,PERSONNEL,Administration & Personnel,Personnel,Personnel Document,Administration & Personnel,Personnel & Onboarding,"personnel, onboarding, hiring or role docs",overview.personnel,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.8,0.80,auto_medium_confidence,False,92,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,One_on_One_Support_Meetings_with_Senior_Scientists.docx,One-on one support meetings with senior scientists.docx|One-on one support meetings with senior scientists|One on One Support Meetings with Senior Scientists,,.docx
asset_2964175404f94442,IMAGE 2026-02-18 13_12_17.jpg,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMAGE 2026-02-18 13_12_17.jpg,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMAGE 2026 02 18 13 12 17,Image 2026 02 18 13 12 17 — 2026-02-01,IMAGE 2026 02 18 13 12 17,Image 2026 02 18 13 12 17 — 2026-02-01,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,Image_2026_02_18_13_12_17_2026-02-01.jpg,IMAGE 2026-02-18 13_12_17.jpg|IMAGE 2026-02-18 13_12_17|IMAGE 2026 02 18 13 12 17|Image 2026 02 18 13 12 17|Image 2026 02 18 13 12 17 — 2026-02-01,,.jpg
asset_5cfa0cffe5590b79,IMAGE 2026-02-18 13_12_26.jpg,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMAGE 2026-02-18 13_12_26.jpg,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMAGE 2026 02 18 13 12 26,Image 2026 02 18 13 12 26 — 2026-02-01,IMAGE 2026 02 18 13 12 26,Image 2026 02 18 13 12 26 — 2026-02-01,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,Image_2026_02_18_13_12_26_2026-02-01.jpg,IMAGE 2026-02-18 13_12_26.jpg|IMAGE 2026-02-18 13_12_26|IMAGE 2026 02 18 13 12 26|Image 2026 02 18 13 12 26|Image 2026 02 18 13 12 26 — 2026-02-01,,.jpg
asset_d9a9b32c0f96b505,IMAGE 2026-02-18 13_12_33.jpg,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMAGE 2026-02-18 13_12_33.jpg,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMAGE 2026 02 18 13 12 33,Image 2026 02 18 13 12 33 — 2026-02-01,IMAGE 2026 02 18 13 12 33,Image 2026 02 18 13 12 33 — 2026-02-01,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,Image_2026_02_18_13_12_33_2026-02-01.jpg,IMAGE 2026-02-18 13_12_33.jpg|IMAGE 2026-02-18 13_12_33|IMAGE 2026 02 18 13 12 33|Image 2026 02 18 13 12 33|Image 2026 02 18 13 12 33 — 2026-02-01,,.jpg
asset_04d55e4d7864cdb2,IMAGE 2026-02-18 13_12_44.jpg,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMAGE 2026-02-18 13_12_44.jpg,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMAGE 2026 02 18 13 12 44,Image 2026 02 18 13 12 44 — 2026-02-01,IMAGE 2026 02 18 13 12 44,Image 2026 02 18 13 12 44 — 2026-02-01,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,Image_2026_02_18_13_12_44_2026-02-01.jpg,IMAGE 2026-02-18 13_12_44.jpg|IMAGE 2026-02-18 13_12_44|IMAGE 2026 02 18 13 12 44|Image 2026 02 18 13 12 44|Image 2026 02 18 13 12 44 — 2026-02-01,,.jpg
asset_47c054f324fd44c4,IMAGE 2026-02-18 13_12_53.jpg,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMAGE 2026-02-18 13_12_53.jpg,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMAGE 2026 02 18 13 12 53,Image 2026 02 18 13 12 53 — 2026-02-01,IMAGE 2026 02 18 13 12 53,Image 2026 02 18 13 12 53 — 2026-02-01,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,Image_2026_02_18_13_12_53_2026-02-01.jpg,IMAGE 2026-02-18 13_12_53.jpg|IMAGE 2026-02-18 13_12_53|IMAGE 2026 02 18 13 12 53|Image 2026 02 18 13 12 53|Image 2026 02 18 13 12 53 — 2026-02-01,,.jpg
asset_4472438be546ed6b,IMAGE 2026-02-18 13_13_01.jpg,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMAGE 2026-02-18 13_13_01.jpg,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMAGE 2026 02 18 13 13 01,Image 2026 02 18 13 13 01 — 2026-02-01,IMAGE 2026 02 18 13 13 01,Image 2026 02 18 13 13 01 — 2026-02-01,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,Image_2026_02_18_13_13_01_2026-02-01.jpg,IMAGE 2026-02-18 13_13_01.jpg|IMAGE 2026-02-18 13_13_01|IMAGE 2026 02 18 13 13 01|Image 2026 02 18 13 13 01|Image 2026 02 18 13 13 01 — 2026-02-01,,.jpg
asset_fda49a112b4c04ed,IMG_8884.HEIC,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMG_8884.HEIC,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMG 8884,IMG 8884 — Figure / Image,IMG 8884,IMG 8884 — Figure / Image,Figure / Image,raw_image,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Social & Lab Memory,Photos & Media,Raw Image,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,IMG_8884_Figure_-_Image.heic,IMG_8884.HEIC|IMG_8884|IMG 8884|IMG 8884 — Figure / Image,,.heic
asset_c7c1b4c9a11f584c,IMG_8885.HEIC,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMG_8885.HEIC,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMG 8885,IMG 8885 — Figure / Image,IMG 8885,IMG 8885 — Figure / Image,Figure / Image,raw_image,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Social & Lab Memory,Photos & Media,Raw Image,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,IMG_8885_Figure_-_Image.heic,IMG_8885.HEIC|IMG_8885|IMG 8885|IMG 8885 — Figure / Image,,.heic
asset_240531cd0a035e20,IMG_8886.HEIC,SOCIAL & MISCELLANEOUS/Lab Winter Day 18.2.2026/Photos/IMG_8886.HEIC,SOCIAL & MISCELLANEOUS › Lab Winter Day 18.2.2026 › Photos,social_memory,social_misc,False,,,IMG 8886,IMG 8886 — Figure / Image,IMG 8886,IMG 8886 — Figure / Image,Figure / Image,raw_image,figure_or_image,Figure / Image,Social Misc,Lab Winter Day 18.2.2026,Social & Lab Memory,Photos & Media,Raw Image,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,IMG_8886_Figure_-_Image.heic,IMG_8886.HEIC|IMG_8886|IMG 8886|IMG 8886 — Figure / Image,,.heic
asset_c420e2e6da594857,Färkkila lab grill party 2026.xlsx,SOCIAL & MISCELLANEOUS/Lab parties /Färkkila lab grill party 2026.xlsx,SOCIAL & MISCELLANEOUS › Lab parties,social_memory,social_misc,False,,,spreadsheet,Färkkila Lab Grill Party 2026,spreadsheet,Färkkila Lab Grill Party 2026,Spreadsheet,spreadsheet,spreadsheet,Spreadsheet,Social Misc,Lab parties ,Wet Lab Knowledge,Inventories & Registries,Spreadsheet,Lab Memory,Events & Outreach,social/lab memory document,overview.social,extracted,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.95,0.95,auto_high_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,True,Farkkila_Lab_Grill_Party_2026.xlsx,Färkkila lab grill party 2026.xlsx|Färkkila lab grill party 2026|spreadsheet|Färkkila Lab Grill Party 2026,,.xlsx
asset_13e450f639fb28aa,Färkkilä lab BBQ-  2025.xlsx,SOCIAL & MISCELLANEOUS/Lab parties /Färkkilä lab BBQ-  2025.xlsx,SOCIAL & MISCELLANEOUS › Lab parties,social_memory,social_misc,False,,,spreadsheet,Färkkilä Lab BBQ 2025,spreadsheet,Färkkilä Lab BBQ 2025,Spreadsheet,spreadsheet,spreadsheet,Spreadsheet,Social Misc,Lab parties ,Wet Lab Knowledge,Inventories & Registries,Spreadsheet,Lab Memory,Events & Outreach,social/lab memory document,overview.social,extracted,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.95,0.95,auto_high_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,True,Farkkila_Lab_BBQ_2025.xlsx,Färkkilä lab BBQ- 2025.xlsx|Färkkilä lab BBQ- 2025|spreadsheet|Färkkilä Lab BBQ 2025,,.xlsx
asset_d15efbe2ad9bdfbc,Färkkilä lab Potluck -  2024.xlsx,SOCIAL & MISCELLANEOUS/Lab parties /Färkkilä lab Potluck -  2024.xlsx,SOCIAL & MISCELLANEOUS › Lab parties,social_memory,social_misc,False,,,spreadsheet,Färkkilä Lab Potluck 2024,spreadsheet,Färkkilä Lab Potluck 2024,Spreadsheet,spreadsheet,spreadsheet,Spreadsheet,Social Misc,Lab parties ,Wet Lab Knowledge,Inventories & Registries,Spreadsheet,Lab Memory,Events & Outreach,social/lab memory document,overview.social,extracted,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.95,0.95,auto_high_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,True,Farkkila_Lab_Potluck_2024.xlsx,Färkkilä lab Potluck - 2024.xlsx|Färkkilä lab Potluck - 2024|spreadsheet|Färkkilä Lab Potluck 2024,,.xlsx
asset_e11579f0a4d67ee2,PXL_20250612_131410415.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_131410415.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 131410415,PXL 20250612 131410415,PXL 20250612 131410415,PXL 20250612 131410415,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_131410415.jpg,PXL_20250612_131410415.jpg|PXL_20250612_131410415|PXL 20250612 131410415,,.jpg
asset_da14ab10ae607cf0,PXL_20250612_131412010.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_131412010.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 131412010 MP,PXL 20250612 131412010.MP,PXL 20250612 131412010 MP,PXL 20250612 131412010.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_131412010.MP.jpg,PXL_20250612_131412010.MP.jpg|PXL_20250612_131412010.MP|PXL 20250612 131412010 MP|PXL 20250612 131412010.MP,,.jpg
asset_cebe5b04d0c8e690,PXL_20250612_131416544.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_131416544.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 131416544 MP,PXL 20250612 131416544.MP,PXL 20250612 131416544 MP,PXL 20250612 131416544.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_131416544.MP.jpg,PXL_20250612_131416544.MP.jpg|PXL_20250612_131416544.MP|PXL 20250612 131416544 MP|PXL 20250612 131416544.MP,,.jpg
asset_2c0e136fa68b608d,PXL_20250612_131418211.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_131418211.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 131418211,PXL 20250612 131418211,PXL 20250612 131418211,PXL 20250612 131418211,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_131418211.jpg,PXL_20250612_131418211.jpg|PXL_20250612_131418211|PXL 20250612 131418211,,.jpg
asset_37c9c6e157781450,PXL_20250612_131426590.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_131426590.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 131426590 MP,PXL 20250612 131426590.MP,PXL 20250612 131426590 MP,PXL 20250612 131426590.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_131426590.MP.jpg,PXL_20250612_131426590.MP.jpg|PXL_20250612_131426590.MP|PXL 20250612 131426590 MP|PXL 20250612 131426590.MP,,.jpg
asset_0fdc18f51cbc0f39,PXL_20250612_131748101.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_131748101.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 131748101,PXL 20250612 131748101,PXL 20250612 131748101,PXL 20250612 131748101,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_131748101.jpg,PXL_20250612_131748101.jpg|PXL_20250612_131748101|PXL 20250612 131748101,,.jpg
asset_b34a9933fde42962,PXL_20250612_132851106.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_132851106.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 132851106 MP,PXL 20250612 132851106.MP,PXL 20250612 132851106 MP,PXL 20250612 132851106.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_132851106.MP.jpg,PXL_20250612_132851106.MP.jpg|PXL_20250612_132851106.MP|PXL 20250612 132851106 MP|PXL 20250612 132851106.MP,,.jpg
