priority,source_file_path,file_type,reason,recommended_action,safe_to_auto_process,needs_human_review
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Proj_4_09_PrescreeningXenium_autoCycIF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Proj_4_10_Expansion_CycIF_autoCycIF_template.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Proj_7_5_CycIF_milkyspots_Hanna_20251111.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Proj_7_5_CycIF_milkyspots_Hanna_20251111_2.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project10_salogroup_EXP2.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project34_1_Ikka_post-XeniumTest_autoCycIF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project34_2_Ikka_post-XeniumTest_autoCycIF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_10_SalogroupColab.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_12 Space.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_12SPACE_exp2_CycIF_1.12.2025.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_12_SPACE_Exp03_21.11.2025.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_12_Validation_Space_01.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_13_iPDC_template_cycif -gdrive.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_13_iPDCs_Validation_Nectin2.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_13_iPDCs_Validation_Tigit.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_14_CIN2.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_14_CIN2_Antibody validation.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_21_KRAS_tCyCIF_01_part1_Antibody_validation.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_21_KRAS_tCyCIF_01_part2_Antibody_validation.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_21_KRAS_tCyCIF_1_Antibody_AUTO.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_27_Mesenchymal_CycIF_auto_AF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_27_Mesenchymal_Val_tCycIF5.6.2025.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_28_DCIS_CycIF_exp_2.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_28_DCIS_CycIF_exp_3.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_28_DCIS_EnglundLab26.6.2025 .xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_28_DCIS_Englundlab11.8.2025.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_33_FINPROVE_gyn_tCycIF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_3_Experiment_4_FA.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_3_Experiment_5_FA.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_4_07_NewAntibodyValidations_09.07.2025AJ_automated.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_4_2_NKI_exp.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_4_4_and_4_04_CellCycle_third_exp.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_4_Cellcycle_5_proteopicks.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_4_Cellcycle_6_proteopicks2.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_4_Cellcycle_7_proteopicks3.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_66_2_Antibody_validations_Saun.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_66_Bleaching_05.06.2025.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_66_New_auto-Antibody_validations.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_6_iLYMPH_NLPHL_Leppa_colab.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_7_3_TLS-IDS_tCycIF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_7_4_TLS-IDS_tCycIF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_7_TLS_CycIF_1.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_7_TLS_picking_2.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_9_EyeMTbatch1_tCycIF_.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_9_EyeMTbatch2_tCycIF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/Project_9_EyeMTbatch3_and_TLS_tCycIF.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/WET_LAB/tCycIF projects/tCycIF_individual_Projects/project_33_FINPROVE_auto_gyn_tCycIF_exp2_16.2.2026.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/12_SPACE/1_Management & planning/SPACE gantt chart.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/12_SPACE/1_Management & planning/SPACE_timetable.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/12_SPACE/2_Methods & Experiments/wet_lab/Project_12 Space.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/12_SPACE/2_Methods & Experiments/wet_lab/Project_12SPACE_exp2_CycIF_1.12.2025.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/12_SPACE/2_Methods & Experiments/wet_lab/Space_project_SelectionofBlocks_20_3_24.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/14_CIN2_project/Data & Figures/Data/CIN2_Project_samples.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/14_CIN2_project/Data & Figures/Data/CycIF_image_processing_report_CIN2_project.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/14_CIN2_project/Methods & Experiment/E4 status.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/14_CIN2_project/Methods & Experiment/Project_14_CIN2.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Calculation_sheets/Calculations_Fibroblast_culture_optimization_03122024_AE.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Calculation_sheets/Calculations_Fibroblast_culture_optimization_22102024_AE.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Calculation_sheets/Calculations_Fibroblast_culture_optimization_22112024_AE.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Calculation_sheets/Calculations_Testing_droplet_formation_26112024_02122024_AE.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Calculation_sheets/Fibroblast_flow_cytometry_panel.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Calculation_sheets/omentum_gel_calculation.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Data/15_raw_data_directory.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Literature_reviews/Literature_on_dissociation_methods.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Presentations/Ainos_thesis/Sample_inventory_Aino_s_thesis.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Protocols/Reagents_aliquoting/Aliquots_requesting_document.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Protocols/Reagents_aliquoting/icPDC_reagents.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/15_icPDC/Protocols/Updated_icPDC_media_07042025_AE.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/17_Auria/Code/scRNAseq/barcodes.tsv.gz,.gz,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/17_Auria/Figures/Panel_1_spe.ai,.ai,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/17_Auria/Figures/Spatial/panel_spatial.ai,.ai,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/1_3D_Myelonets-20260602T171540Z-3-001/1_3D_Myelonets/1_01_Antibody_panel_3D_Myelonets.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/1_3D_Myelonets-20260602T171540Z-3-001/1_3D_Myelonets/3D CyCiF sample selection.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/2. Methods and experiments-20260602T110526Z-3-001/2. Methods and experiments/Immunopeptidomics/Cerullo_Immunopeptidomics_samples.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/2. Methods and experiments-20260602T110526Z-3-001/2. Methods and experiments/NKI_validation_WSI_2024/Copy of 4_2_NKI_exp.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/2. Methods and experiments-20260602T110526Z-3-001/2. Methods and experiments/NKI_validation_WSI_2024/Logic_table_Ada_Fernando_tribus.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/21_Kras_project/21_KRAS_information.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/21_Kras_project/KRAS_Project_monitor.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/2. Methods and experiments/Immunopeptidomics/Cerullo_Immunopeptidomics_samples.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/2. Methods and experiments/NKI_validation_WSI_2024/Copy of 4_2_NKI_exp.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/2. Methods and experiments/NKI_validation_WSI_2024/Logic_table_Ada_Fernando_tribus.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/4. Meetings and updates/Presentations/Copy of Celltype_flow.drawio,.drawio,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/4. Meetings and updates/Presentations/Copy of Samples_processing.drawio,.drawio,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/For_submission_v1_092025/7_Supplementary_tables.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/For_submission_v1_092025/Authors.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/Revisions_from_CancerDiscovery/Figure reference tracking.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/Revisions_from_CancerDiscovery/For_submission_v2_122025/Authors.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/Revisions_from_CancerDiscovery/For_submission_v2_122025/Supplementary_tables.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/Revisions_from_CancerDiscovery/Re-Submission after provisional acceptance 2026/SupplementaryTables.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/Revisions_from_CancerDiscovery/Re-Submission after provisional acceptance 2026/Supplementary_tables.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/Revisions_from_CancerDiscovery/Table_correlations.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/22_NKI/5. Writing and dissemination/Manuscript/Supplementary_tables.xlsx,.xlsx,not_started,extract_text,True,False
high,"/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/24_HGSC_scRNAseq_collab_AVlab-20260602T172014Z-3-001/24_HGSC_scRNAseq_collab_AVlab/Copy of ONCOSYS-OVA Samples processed, Nov2024 -.xlsx",.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/24_HGSC_scRNAseq_collab_AVlab-20260602T172014Z-3-001/24_HGSC_scRNAseq_collab_AVlab/SNP_ONCOSYS_scRNAseq_28_05_2025AL.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/24_HGSC_scRNAseq_collab_AVlab-20260602T172014Z-3-001/24_HGSC_scRNAseq_collab_AVlab/scRNAseq Sample Table_Joonas.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/24_HGSC_scRNAseq_collab_AVlab-20260602T172014Z-3-001/24_HGSC_scRNAseq_collab_AVlab/scRNAseq sample list.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/FF_DNAs_sent_to_Denmark_same_as_Myriad_March2021.xlsx,.xlsx,not_started,extract_text,True,False
high,"/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/FIMM basic information form Auria samples (TERVA), ONCOSYS OVA, PTEN patient SNP array subm. 4.6.2021NC.xlsm",.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/FIMM basic information form ONCOSYS OVA SNP Array March2021.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/HGSOC_Prospective tissue sample sequencing .xlsx,.xlsx,not_started,extract_text,True,False
high,"/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/Myriad set DNAs brought to HUSLAB, Elina Niemelä, 14.12.2021NC.xlsx",.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/QC _before_WES_FIMM_SeptOct2021/FIIMM_QC_WES_15092021_iCAN-OVA_WES_Farkkila_Qubit_gDNA.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/QC _before_WES_FIMM_SeptOct2021/iCAN-OVA_WES_Farkkila_Sample_template_after_labchip_gDNA_run.xlsx,.xlsx,not_started,extract_text,True,False
high,"/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/TapeStation, RNA and DNA AllPrep, Organoids, Test, 11.12.2020/17 12 2020 8 Organoids DNA RNA TapeStation and Qubit/FuGU-20-135_gDNA_20-135_2020-12-17_-_09.29.21.gDNA",.gdna,not_started,extract_text,True,False
high,"/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/TapeStation, RNA and DNA AllPrep, Organoids, Test, 11.12.2020/17 12 2020 8 Organoids DNA RNA TapeStation and Qubit/Qbit results DNA and RNA Purity from Organoids 17 12 2020NC.xlsx",.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/ONCOSYS_samples_Sequencing_SNP_FIMM_SNP_Denmark_Myriad_WES_2021/WES samples Table for Giovanni.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/AURIA HERCULES DNAs SNP array June 2021 plus ONCOSYS and PTEN patient samples/Auria_Kauppi_stained_Sakarille_withDNA_20210121.xlsx,.xlsx,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/FIMM Basic Information form SNP Array ONCOSYS-Ova 21 03 2022.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/FIMM basic information form Färkkilä SNP 7 12 2021NC.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/FIMM basic information form ONCOSYS OVA SNP Array 4 03 2022.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/FIMM basic information form ONCOSYS-OVA_SNP 26_08_2022_FIMM_Perustietojen_luovutus_v2010_0.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/FIMM basic information form ONCOSYS-OVA_SNP_19_01_23_FIMM_Perustietojen_luovutus_v2010_0.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/FIMM_Perustietojen_luovutus_v2010_0.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/FIMM_Perustietojen_luovutus_v2010_0_SNP_ONCOSYS-OVA_12_04_2022.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/SNP_HUS_batch2_4_10_22_FIMM_Perustietojen_luovutus_v2010_0.xlsm,.xlsm,not_started,extract_text,True,False
high,/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/FIMM basic information forms/SNP_HUSbatch1_1_9_22_FIMM_Perustietojen_luovutus_v2010_0.xlsm,.xlsm,not_started,extract_text,True,False
high,"/Users/debashishdeb/Downloads/OMEIA-AI/database/projects/25_Sequencing_ONCOSYS_OVA-20260602T172019Z-3-001/25_Sequencing_ONCOSYS_OVA/SNP_ARRAYS/SNP Arrays ONCOSYS-OVA/Low Tumor _ HUS blocks ordered, Matilda HRDtest 2022/Diagnostic blocks from HUS for low tumor purity Unclear HRD test rerun.xlsx",.xlsx,not_started,extract_text,True,False
